"","name","centrality","Category","centralPercent"
"1626","STXBP1",15,"Gene",94
"1627","Sulfation Biotransformation Reaction",0,"Pathway",67
"1628","Sulfur amino acid metabolism",0,"Pathway",67
"1629","Sulindac Metabolic Pathway",0,"Pathway",67
"1630","Sumoylation by RanBP2 regulates transcriptional repression",0,"Pathway",67
"1631","SUV39H1",8,"Gene",90
"1632","SUZ12",7,"Gene",89
"1633","SVIL",1,"Gene",79
"1634","SYK",42,"Gene",99
"1635","Synaptic Vesicle Pathway",0,"Pathway",68
"1636","Syndecan-1-mediated signaling events",0,"Pathway",68
"1637","Syndecan-2-mediated signaling events",0,"Pathway",68
"1638","Syndecan-3-mediated signaling events",0,"Pathway",68
"1639","Syndecan-4-mediated signaling events",0,"Pathway",68
"1640","Syndecan interactions",0,"Pathway",68
"1641","SYNGR3",0,"Gene",68
"1642","SYNJ1",11,"Gene",92
"1643","SYNJ2BP",0,"Gene",68
"1644","Synthesis and interconversion of nucleotide di- and triphosphates",0,"Pathway",68
"1645","Synthesis of (16-20)-hydroxyeicosatetraenoic acids (HETE)",0,"Pathway",68
"1646","Synthesis of 15-eicosatetraenoic acid derivatives",0,"Pathway",68
"1647","Synthesis of bile acids and bile salts",0,"Pathway",68
"1648","Synthesis of bile acids and bile salts via 27-hydroxycholesterol",0,"Pathway",68
"1649","Synthesis of bile acids and bile salts via 7alpha-hydroxycholesterol",0,"Pathway",68
"1650","Synthesis of DNA",0,"Pathway",68
"1651","Synthesis of Dolichyl-phosphate",0,"Pathway",68
"1652","Synthesis of epoxy (EET) and dihydroxyeicosatrienoic acids (DHET)",0,"Pathway",68
"1653","Synthesis of GDP-mannose",0,"Pathway",68
"1654","Synthesis of IP2, IP, and Ins in the cytosol",0,"Pathway",69
"1655","Synthesis of IP3 and IP4 in the cytosol",0,"Pathway",69
"1656","Synthesis of PIPs at the early endosome membrane",0,"Pathway",69
"1657","Synthesis of PIPs at the Golgi membrane",0,"Pathway",69
"1658","Synthesis of PIPs at the late endosome membrane",0,"Pathway",69
"1659","Synthesis of PIPs at the plasma membrane",0,"Pathway",69
"1660","Synthesis of Prostaglandins (PG) and Thromboxanes (TX)",0,"Pathway",69
"1661","Synthesis of substrates in N-glycan biosythesis",0,"Pathway",69
"1662","Synthesis of very long-chain fatty acyl-CoAs",0,"Pathway",69
"1663","T-Cell Receptor and Co-stimulatory Signaling",0,"Pathway",69
"1664","TAB2",47,"Gene",99
"1665","TAF4",10,"Gene",91
"1666","TAK1 activates NFkB by phosphorylation and activation of IKKs complex",0,"Pathway",69
"1667","Tamoxifen metabolism",0,"Pathway",69
"1668","TarBasePathway",0,"Pathway",69
"1669","TATDN2",4,"Gene",84
"1670","TBC1D19",0,"Gene",69
"1671","TBX2",2,"Gene",81
"1672","TCA Cycle",0,"Pathway",69
"1673","TCA Cycle and PDHc",0,"Pathway",69
"1674","TCEB2",25,"Gene",97
"1675","TCF dependent signaling in response to WNT",0,"Pathway",69
"1676","TCR signaling",0,"Pathway",69
"1677","TCR signaling in naïve CD4+ T cells",0,"Pathway",70
"1678","TCR signaling in naïve CD8+ T cells",0,"Pathway",70
"1679","TCR Signaling Pathway",0,"Pathway",70
"1680","TCTA",0,"Gene",70
"1681","TECPR2",0,"Gene",70
"1682","Telomere C-strand (Lagging Strand) Synthesis",0,"Pathway",70
"1683","Telomere Extension By Telomerase",0,"Pathway",70
"1684","Telomere Maintenance",0,"Pathway",70
"1685","Termination of O-glycan biosynthesis",0,"Pathway",70
"1686","Tetrahydrobiopterin (BH4) synthesis, recycling, salvage and regulation",0,"Pathway",70
"1687","TFEB",0,"Gene",70
"1688","TGF-beta receptor signaling",0,"Pathway",70
"1689","TGF-beta Receptor Signaling",0,"Pathway",70
"1690","TGF-beta receptor signaling activates SMADs",0,"Pathway",70
"1691","TGF-beta receptor signaling in EMT (epithelial to mesenchymal transition)",0,"Pathway",70
"1692","TGF-beta Signaling Pathway",0,"Pathway",70
"1693","THAP11",0,"Gene",70
"1694","The citric acid (TCA) cycle and respiratory electron transport",0,"Pathway",70
"1695","The NLRP1 inflammasome",0,"Pathway",71
"1696","The NLRP3 inflammasome",0,"Pathway",71
"1697","The phototransduction cascade",0,"Pathway",71
"1698","The role of Nef in HIV-1 replication and disease pathogenesis",0,"Pathway",71
"1699","Thromboxane A2 receptor signaling",0,"Pathway",71
"1700","Tie2 Signaling",0,"Pathway",71
"1701","Tight junction interactions",0,"Pathway",71
"1702","TIMELESS",3,"Gene",82
"1703","TIMM22",2,"Gene",81
"1704","TIMM9",2,"Gene",81
"1705","TIMP1",12,"Gene",92
"1706","TJP2",7,"Gene",89
"1707","TK1",7,"Gene",89
"1708","TKT",6,"Gene",87
"1709","TM9SF3",0,"Gene",71
"1710","TMEM109",0,"Gene",71
"1711","TMEM50A",0,"Gene",71
"1712","TMEM97",0,"Gene",71
"1713","TMSB10",0,"Gene",71
"1714","TNF alpha Signaling Pathway",0,"Pathway",71
"1715","TNF receptor signaling pathway ",0,"Pathway",71
"1716","Toll-like Receptor Signaling Pathway",0,"Pathway",71
"1717","Toll-Like Receptors Cascades",0,"Pathway",71
"1718","Toll Like Receptor 4 (TLR4) Cascade",0,"Pathway",71
"1719","Toll Like Receptor 9 (TLR9) Cascade",0,"Pathway",71
"1720","TOR Signaling",0,"Pathway",72
"1721","TP53 Network",0,"Pathway",72
"1722","TPI1",9,"Gene",91
"1723","TRAF6 mediated induction of NFkB and MAP kinases upon TLR7/8 or 9 activation",0,"Pathway",72
"1724","TRAF6 Mediated Induction of proinflammatory cytokines",0,"Pathway",72
"1725","TRAF6 mediated induction of TAK1 complex",0,"Pathway",72
"1726","TRAF6 mediated IRF7 activation in TLR7/8 or 9 signaling",0,"Pathway",72
"1727","TRAF6 mediated NF-kB activation",0,"Pathway",72
"1728","Trafficking and processing of endosomal TLR",0,"Pathway",72
"1729","Trafficking of GluR2-containing AMPA receptors",0,"Pathway",72
"1730","Trans-sulfuration and one carbon metabolism",0,"Pathway",72
"1731","Transcription",0,"Pathway",72
"1732","Transcription-coupled NER (TC-NER)",0,"Pathway",72
"1733","Transcription factor regulation in adipogenesis",0,"Pathway",72
"1734","Transcription of the HIV genome",0,"Pathway",72
"1735","Transcriptional activation by NRF2",0,"Pathway",72
"1736","Transcriptional activation of mitochondrial biogenesis",0,"Pathway",72
"1737","Transcriptional activity of SMAD2/SMAD3:SMAD4 heterotrimer",0,"Pathway",72
"1738","Transcriptional regulation by small RNAs",0,"Pathway",72
"1739","Transcriptional regulation of white adipocyte differentiation",0,"Pathway",73
"1740","Transferrin endocytosis and recycling",0,"Pathway",73
"1741","Translation",0,"Pathway",73
"1742","Translation Factors",0,"Pathway",73
"1743","Translation initiation complex formation",0,"Pathway",73
"1744","Translocation of GLUT4 to the plasma membrane",0,"Pathway",73
"1745","Translocation of ZAP-70 to Immunological synapse",0,"Pathway",73
"1746","Transmembrane transport of small molecules",0,"Pathway",73
"1747","Transmission across Chemical Synapses",0,"Pathway",73
"1748","Transport of connexons to the plasma membrane",0,"Pathway",73
"1749","Transport of gamma-carboxylated protein precursors from the endoplasmic reticulum to the Golgi apparatus",0,"Pathway",73
"1750","Transport of glucose and other sugars, bile salts and organic acids, metal ions and amine compounds",0,"Pathway",73
"1751","Transport of inorganic cations/anions and amino acids/oligopeptides",0,"Pathway",73
"1752","Transport of Mature mRNA derived from an Intron-Containing Transcript",0,"Pathway",73
"1753","Transport of Mature mRNA Derived from an Intronless Transcript",0,"Pathway",73
"1754","Transport of Mature mRNAs Derived from Intronless Transcripts",0,"Pathway",73
"1755","Transport of Mature Transcript to Cytoplasm",0,"Pathway",73
"1756","Transport of organic anions",0,"Pathway",73
"1757","Transport of Ribonucleoproteins into the Host Nucleus",0,"Pathway",74
"1758","Transport of the SLBP Dependant Mature mRNA",0,"Pathway",74
"1759","Transport of the SLBP independent Mature mRNA",0,"Pathway",74
"1760","Transport of vitamins, nucleosides, and related molecules",0,"Pathway",74
"1761","TRAP1",2,"Gene",81
"1762","TRAPPC10",0,"Gene",74
"1763","TRAPPC2L",0,"Gene",74
"1764","TRAPPC3",0,"Gene",74
"1765","Triacylglyceride Synthesis",0,"Pathway",74
"1766","TRIB3",48,"Gene",99
"1767","Triglyceride Biosynthesis",0,"Pathway",74
"1768","Trk receptor signaling mediated by PI3K and PLC-gamma",0,"Pathway",74
"1769","Trk receptor signaling mediated by the MAPK pathway",0,"Pathway",74
"1770","TRMT112",0,"Gene",74
"1771","tRNA Aminoacylation",0,"Pathway",74
"1772","Tryptophan metabolism",0,"Pathway",74
"1773","TSEN2",0,"Gene",74
"1774","TSH signaling pathway",0,"Pathway",74
"1775","TSLP Signaling Pathway",0,"Pathway",74
"1776","TSPAN4",0,"Gene",74
"1777","TSR3",0,"Gene",75
"1778","TUBA1A",17,"Gene",95
"1779","TUBB6",11,"Gene",92
"1780","TUFM",3,"Gene",82
"1781","TWEAK Signaling Pathway",0,"Pathway",75
"1782","TXNDC9",0,"Gene",75
"1783","TXNRD1",13,"Gene",93
"1784","TYMS",17,"Gene",95
"1785","Type I hemidesmosome assembly",0,"Pathway",75
"1786","Type II diabetes mellitus",0,"Pathway",75
"1787","Type II interferon signaling (IFNG)",0,"Pathway",75
"1788","U12 Dependent Splicing",0,"Pathway",75
"1789","UBC",173,"Gene",100
"1790","UBE2C",31,"Gene",98
"1791","Ubiquitin-dependent degradation of Cyclin D",0,"Pathway",75
"1792","Ubiquitin Mediated Degradation of Phosphorylated Cdc25A",0,"Pathway",75
"1793","UBL5",0,"Gene",75
"1794","UBR2",4,"Gene",84
"1795","Unfolded Protein Response (UPR)",0,"Pathway",75
"1796","Unwinding of DNA",0,"Pathway",75
"1797","UQCRQ",5,"Gene",86
"1798","Urea cycle and metabolism of amino groups",0,"Pathway",75
"1799","Urokinase-type plasminogen activator (uPA) and uPAR-mediated signaling",0,"Pathway",75
"1800","USP22",2,"Gene",81
"1801","USP6NL",3,"Gene",82
"1802","UXS1",0,"Gene",75
"1803","Validated nuclear estrogen receptor alpha network",0,"Pathway",75
"1804","Validated nuclear estrogen receptor beta network",0,"Pathway",75
"1805","Validated targets of C-MYC transcriptional activation",0,"Pathway",75
"1806","Validated targets of C-MYC transcriptional repression",0,"Pathway",76
"1807","Validated transcriptional targets of AP1 family members Fra1 and Fra2",0,"Pathway",76
"1808","Validated transcriptional targets of deltaNp63 isoforms",0,"Pathway",76
"1809","Validated transcriptional targets of TAp63 isoforms",0,"Pathway",76
"1810","VAMP4",0,"Gene",76
"1811","Varenicline",447,"Compound",100
"1812","Vasopressin regulates renal water homeostasis via Aquaporins",0,"Pathway",76
"1813","VAV3",41,"Gene",99
"1814","VEGFA-VEGFR2 Pathway",0,"Pathway",76
"1815","VEGFR1 specific signals",0,"Pathway",76
"1816","VEGFR2 mediated vascular permeability",0,"Pathway",76
"1817","VEGFR3 signaling in lymphatic endothelium",0,"Pathway",76
"1818","Vif-mediated degradation of APOBEC3G",0,"Pathway",76
"1819","Viral Messenger RNA Synthesis",0,"Pathway",76
"1820","Viral mRNA Translation",0,"Pathway",76
"1821","Vitamin A and Carotenoid Metabolism",0,"Pathway",76
"1822","Vitamin B1 (thiamin) metabolism",0,"Pathway",76
"1823","Vitamin B12 Metabolism",0,"Pathway",76
"1824","Vitamin D Metabolism",0,"Pathway",76
"1825","VLDLR",3,"Gene",82
"1826","Vpr-mediated induction of apoptosis by mitochondrial outer membrane permeabilization",0,"Pathway",76
"1827","Vpr-mediated nuclear import of PICs",0,"Pathway",77
"1828","Vpu mediated degradation of CD4",0,"Pathway",77
"1829","vRNP Assembly",0,"Pathway",77
"1830","WASF3",7,"Gene",89
"1831","WDR37",0,"Gene",77
"1832","WIPF1",5,"Gene",86
"1833","WNT mediated activation of DVL",0,"Pathway",77
"1834","Wnt signaling network",0,"Pathway",77
"1835","Wnt Signaling Pathway",0,"Pathway",77
"1836","Wnt Signaling Pathway and Pluripotency",0,"Pathway",77
"1837","Wnt Signaling Pathway Netpath",0,"Pathway",77
"1838","WNT5A-dependent internalization of FZD2, FZD5 and ROR2",0,"Pathway",77
"1839","WNT5A-dependent internalization of FZD4",0,"Pathway",77
"1840","WRB",0,"Gene",77
"1841","XBP1(S) activates chaperone genes",0,"Pathway",77
"1842","Xenobiotics",0,"Pathway",77
"1843","XRCC6",21,"Gene",96
"1844","YAP1- and WWTR1 (TAZ)-stimulated gene expression",0,"Pathway",77
"1845","YARS2",3,"Gene",82
"1846","YBX3",2,"Gene",81
"1847","YME1L1",0,"Gene",77
"1848","YTHDF1",0,"Gene",77
"1849","ZBP1(DAI) mediated induction of type I IFNs",0,"Pathway",77
"1850","ZBTB48",0,"Gene",78
"1851","ZEB2",2,"Gene",81
"1852","ZNF248",2,"Gene",81
"1853","ZNF516",0,"Gene",78
"1854","ZNF518A",0,"Gene",78
"1855","ZNHIT1",0,"Gene",78
"1856","ZWINT",9,"Gene",91
